VA Pharmacy Benefits Management Services,,,,,,
Hines IL,,,,,,
"VA Product Names from National Drug File, Including Recent Changes ",,,,,,
National Formulary Indicator is Omitted for Supplies,,,,,,
,,,,,,
GENERIC,VA_PRODUCT,VA_CLASS,NF_INDICATOR,ITEM_STATUS,PPS Add Date,PPS Delete Date
ROPIVACAINE,"ROPIVACAINE HCL 0.2% ON-Q PUMP INJ,545ML",CN204,N,ACTIVE,9/13/2019,
ROPIVACAINE,"ROPIVACAINE HCL 0.2% ON-Q PUMP INJ,600ML",CN204,N,ACTIVE,9/9/2015,
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,AMP,30ML",CN204,Y,INACTIVE,10/16/2012,8/12/2009
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,BAG,200ML",CN204,Y,ACTIVE,8/29/2019,
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,BTL,100ML",CN204,Y,ACTIVE,12/12/2012,
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,STERILE-PAK,20ML",CN204,N,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,STERILE-PAK,30ML",CN204,Y,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,VIL,20ML",CN204,Y,ACTIVE,2/15/2013,
ROPIVACAINE,"ROPIVACAINE HCL 0.5% INJ,VIL,30ML",CN204,Y,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 0.75% INJ,AMP,20ML",CN204,Y,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 0.75% INJ,STERILE-PAK,20ML",CN204,Y,INACTIVE,10/16/2012,7/15/2010
ROPIVACAINE,"ROPIVACAINE HCL 0.75% INJ,VIL,10ML",CN204,Y,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 0.75% INJ,VIL,20ML",CN204,Y,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 1% INJ,AMP,20ML",CN204,Y,INACTIVE,10/16/2012,9/8/2011
ROPIVACAINE,"ROPIVACAINE HCL 1% INJ,STERILE-PAK,10ML",CN204,N,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 1% INJ,STERILE-PAK,20ML",CN204,Y,ACTIVE,10/16/2012,
ROPIVACAINE,"ROPIVACAINE HCL 1% INJ,VIL,10ML",CN204,Y,INACTIVE,10/16/2012,9/8/2011
ROPIVACAINE,"ROPIVACAINE HCL 1% INJ,VIL,20ML",CN204,Y,ACTIVE,10/16/2012,
ROSE BENGAL,"ROSE BENGAL 1% SOLN,OPH",OP900,N,INACTIVE,10/16/2012,8/1/2003
ROSE BENGAL,"ROSE BENGAL 1.3MG STRIP,OPH",OP900,Y,ACTIVE,10/16/2012,
"ROSE BENGAL SODIUM,I-131","ROSE BENGAL SODIUM,I-131,0.5MIL/ML INJ",DX201,N,INACTIVE,10/16/2012,6/27/2006
"ROSE BENGAL SODIUM,I-131","ROSE BENGAL SODIUM,I-131,O.5MIL INJ",DX201,N,INACTIVE,10/16/2012,6/27/2006
ROSE BENGAL,"ROSE BENGAL STRIP,OPH",OP900,N,INACTIVE,10/16/2012,6/29/2016
ROSE,"ROSE PETALS,AQUEOUS INFUSION SOLN,OPH",OP500,N,INACTIVE,10/16/2012,10/1/2007
ROSE,"ROSE SOLUBLE,FLUID",PH000,N,INACTIVE,10/16/2012,9/25/2007
ROSE,ROSE WATER LIQUID,PH000,N,ACTIVE,10/16/2012,
BEESWAX/MINERAL OIL/ROSE OIL/ROSE SOLUBLE/SODIUM BORATE/SPERMACE,"ROSE WATER OINT,TOP",DE350,N,INACTIVE,10/16/2012,10/1/2007
ROSEMARY OIL,ROSEMARY CAP/TAB,HA000,N,ACTIVE,3/12/2013,
ROSEMARY OIL,ROSEMARY OIL,HA000,N,ACTIVE,10/16/2012,
ROSIGLITAZONE,ROSIGLITAZONE MALEATE 2MG TAB,HS502,N,ACTIVE,10/16/2012,
ROSIGLITAZONE,ROSIGLITAZONE MALEATE 4MG TAB,HS502,N,ACTIVE,10/16/2012,
ROSIGLITAZONE,ROSIGLITAZONE MALEATE 8MG TAB,HS502,N,INACTIVE,10/16/2012,2/28/2017
ROSIN,ROSIN PWDR,PH000,N,ACTIVE,10/16/2012,
ROSUVASTATIN,"ROSUVASTATIN 10MG CAP,SPRINKLE",CV350,N,ACTIVE,7/5/2019,
ROSUVASTATIN,"ROSUVASTATIN 20MG CAP,SPRINKLE",CV350,N,ACTIVE,7/5/2019,
ROSUVASTATIN,"ROSUVASTATIN 40MG CAP,SPRINKLE",CV350,N,ACTIVE,7/5/2019,
ROSUVASTATIN,"ROSUVASTATIN 5MG CAP,SPRINKLE",CV350,N,ACTIVE,7/5/2019,
ROSUVASTATIN,ROSUVASTATIN CA 10MG TAB,CV350,Y,ACTIVE,10/16/2012,
ROSUVASTATIN,"ROSUVASTATIN CA 10MG TAB,UD",CV350,Y,ACTIVE,10/16/2012,
ROSUVASTATIN,ROSUVASTATIN CA 20MG TAB,CV350,Y,ACTIVE,10/16/2012,
ROSUVASTATIN,"ROSUVASTATIN CA 20MG TAB,UD",CV350,Y,ACTIVE,10/16/2012,
ROSUVASTATIN,ROSUVASTATIN CA 40MG TAB,CV350,Y,ACTIVE,10/16/2012,
ROSUVASTATIN,"ROSUVASTATIN CA 40MG TAB,UD",CV350,Y,INACTIVE,10/16/2012,9/2/2008
ROSUVASTATIN,ROSUVASTATIN CA 5MG TAB,CV350,Y,ACTIVE,10/16/2012,
ROTAVIRUS,"ROTAVIRUS PENTAVALENT VACCINE LIVE LIQUID,ORAL,2ML",IM100,N,ACTIVE,4/14/2017,
ROTAVIRUS,"ROTAVIRUS PENTAVALENT VACCINE LIVE SUSP,ORAL,2ML",IM100,N,INACTIVE,10/16/2012,4/14/2017
ROTAVIRUS,"ROTAVIRUS TETRAVALENT VACCINE LIVE SOLN,ORAL,KIT,2.5ML",IM100,N,INACTIVE,10/16/2012,10/27/1999
ROTAVIRUS,"ROTAVIRUS VACCINE,LIVE ATTENUATED,89-12 SUSP,ORAL",IM100,N,ACTIVE,6/26/2015,
ROTIGOTINE,ROTIGOTINE 1MG/24HRS PATCH,CN500,N,ACTIVE,10/16/2012,
ROTIGOTINE,ROTIGOTINE 2MG/24HRS PATCH,CN500,N,ACTIVE,10/16/2012,
ROTIGOTINE,ROTIGOTINE 3MG/24HRS PATCH,CN500,N,ACTIVE,10/16/2012,
ROTIGOTINE,ROTIGOTINE 4MG/24HRS PATCH,CN500,N,ACTIVE,10/16/2012,
ROTIGOTINE,ROTIGOTINE 6MG/24HRS PATCH,CN500,N,ACTIVE,10/16/2012,
ROTIGOTINE,ROTIGOTINE 8MG/24HRS PATCH,CN500,N,ACTIVE,10/16/2012,
ROYAL JELLY,ROYAL JELLY CAP/TAB,HA000,N,ACTIVE,10/16/2012,
ROYAL JELLY,ROYAL JELLY PWDR,HA000,N,ACTIVE,10/16/2012,
HYDROCODONE/PHENIRAMINE/PHENYLEPHRINE/PHENYLPROPANOLAMINE/PYRILA,RU-TUSS W/HYDROCODONE LIQUID,RE301,N,INACTIVE,10/16/2012,10/14/2005
RING,RUBBER 0-RING SEAL MARLEN,XA601,,ACTIVE,10/16/2012,
RING,RUBBER O-RING 1.5IN TORBOT #256,XA601,,ACTIVE,10/16/2012,
RING,RUBBER O-RING MARLEN #109,XA900,,ACTIVE,3/29/2013,
RUBELLA VIRUS,"RUBELLA VIRUS VACCINE,LIVE INJ",IM100,N,INACTIVE,10/16/2012,7/5/2012
RUBIDIUM (RB-82),RUBIDIUM (RB-82) GENERATOR,DX201,N,INACTIVE,10/16/2012,9/25/2007
MULTIVITAMINS,RUBRAPLEX CAP,VT801,N,INACTIVE,10/16/2012,7/31/2003
RUCAPARIB,RUCAPARIB 200MG TAB,AN900,N,ACTIVE,1/4/2017,
RUCAPARIB,RUCAPARIB 250MG TAB,AN900,N,ACTIVE,10/6/2017,
RUCAPARIB,RUCAPARIB 300MG TAB,AN900,N,ACTIVE,1/4/2017,
RUFINAMIDE,RUFINAMIDE 200MG TAB,CN400,N,ACTIVE,10/16/2012,
RUFINAMIDE,RUFINAMIDE 400MG TAB,CN400,N,ACTIVE,10/16/2012,
RUFINAMIDE,"RUFINAMIDE 40MG/ML SUSP,ORAL",CN400,N,ACTIVE,2/28/2019,
RUMEX,RUMEX CAP/TAB,HA000,N,ACTIVE,10/16/2012,
RUTIN,RUTIN CAP/TAB,HA000,N,ACTIVE,10/16/2012,
RUXOLITINIB,"RUXOLITINIB 10MG TAB,ORAL",IM900,Y,ACTIVE,10/16/2012,
RUXOLITINIB,"RUXOLITINIB 15MG TAB,ORAL",IM900,Y,ACTIVE,10/16/2012,
RUXOLITINIB,"RUXOLITINIB 20MG TAB,ORAL",IM900,Y,ACTIVE,10/16/2012,
RUXOLITINIB,"RUXOLITINIB 25MG TAB,ORAL",IM900,Y,ACTIVE,10/16/2012,
RUXOLITINIB,"RUXOLITINIB 5MG TAB,ORAL",IM900,Y,ACTIVE,10/16/2012,
RYE FLOWER EXTRACT,RYE FLOWER EXTRACT CAP/TAB,HA000,N,ACTIVE,4/29/2014,
CHLORPHENIRAMINE/GUAIFENESIN/PHENYLEPHRINE/PHENYLPROPANOLAMINE/P,"RYNA-TUSSADINE LIQUID,ORAL",RE503,N,INACTIVE,10/16/2012,10/14/2005
S-ADENOSYLMETHIONINE,S-ADENOSYLMETHIONINE (SAM-E) CAP/TAB,HA000,N,ACTIVE,10/16/2012,
S-M-A,"S-M-A IRON FORTIFIED,INFANT FORMULA CONC,ORAL",TN200,N,INACTIVE,10/16/2012,9/25/2007
S-M-A,"S-M-A IRON FORTIFIED,INFANT FORMULA LIQUID",TN200,N,INACTIVE,10/16/2012,9/25/2007
S-M-A,"S-M-A IRON FORTIFIED,INFANT FORMULA PWDR",TN200,N,INACTIVE,10/16/2012,9/25/2007
S-M-A,"S-M-A LO-IRON,INFANT FORMULA CONC,ORAL",TN200,N,INACTIVE,10/16/2012,9/25/2007
S-M-A,"S-M-A LO-IRON,INFANT FORMULA LIQUID",TN200,N,INACTIVE,10/16/2012,9/25/2007
S-M-A,"S-M-A LO-IRON,INFANT FORMULA PWDR",TN200,N,INACTIVE,10/16/2012,9/25/2007
DIHYDROCODEINE/GUAIFENESIN/PHENIRAMINE/PHENYLEPHRINE/PHENYLPROPA,S-T FORTE SUGAR FREE LIQUID,RE301,N,INACTIVE,10/16/2012,10/14/2005
DIHYDROCODEINE/GUAIFENESIN/PHENIRAMINE/PHENYLEPHRINE/PHENYLPROPA,S-T FORTE SYRUP,RE301,N,INACTIVE,10/16/2012,10/14/2005
SACCHARIN SODIUM,SACCHARIN SODIUM PWDR,PH000,N,ACTIVE,10/16/2012,
SACCHAROMYCES BOULARDII,SACCHAROMYCES BOULARDII CAP/TAB,HA000,N,ACTIVE,10/16/2012,
SACCHAROMYCES BOULARDII,"SACCHAROMYCES BOULARDII POWDER,ORAL,PKT",HA000,N,ACTIVE,4/17/2015,
SACROSIDASE,"SACROSIDASE 8500 UNT/ML SOLN,ORAL",GA500,N,ACTIVE,10/16/2012,
SACUBITRIL/VALSARTAN,SACUBITRIL 24MG/VALSARTAN 26MG TAB,CV400,Y,ACTIVE,7/16/2015,
SACUBITRIL/VALSARTAN,SACUBITRIL 49MG/VALSARTAN 51MG TAB,CV400,Y,ACTIVE,7/16/2015,
SACUBITRIL/VALSARTAN,"SACUBITRIL 49MG/VALSARTAN 51MG TAB,UD",CV400,Y,INACTIVE,7/16/2015,1/15/2019
SACUBITRIL/VALSARTAN,SACUBITRIL 97MG/VALSARTAN 103MG TAB,CV400,Y,ACTIVE,7/16/2015,
SACUBITRIL/VALSARTAN,"SACUBITRIL 97MG/VALSARTAN 103MG TAB,UD",CV400,Y,INACTIVE,7/16/2015,1/15/2019
SAF-GEL,SAF-GEL HYDRATING GEL,DE900,N,INACTIVE,10/16/2012,6/15/2018
SAFFLOWER,SAFFLOWER OIL,PH000,N,ACTIVE,10/16/2012,
SAFFRON,SAFFRON CAP/TAB,HA000,N,ACTIVE,12/13/2016,
SAFINAMIDE,SAFINAMIDE 100MG TAB,CN500,N,ACTIVE,6/1/2017,
SAFINAMIDE,SAFINAMIDE 50MG TAB,CN500,N,ACTIVE,6/1/2017,
DROSPIRENONE/ETHINYL ESTRADIOL/LEVOMEFOLATE,"SAFYRAL TAB,28",HS200,N,ACTIVE,10/16/2012,
SAGE,SAGE OIL,HA000,N,ACTIVE,10/16/2012,
ISOPROPYL ALCOHOL/SALICYLIC ACID/SODIUM THIOSULFATE,SAL AC 1%/NA THIOSULFATE 25%/ISOPROPANOL 10% LOT,DE109,N,INACTIVE,10/16/2012,9/25/2007
SALICYLAMIDE,SALICYLAMIDE 325MG TAB,CN103,N,INACTIVE,10/16/2012,10/29/2002
SALICYLAMIDE,SALICYLAMIDE 667MG TAB,CN103,N,INACTIVE,10/16/2012,10/29/2002
SALICYLIC ACID,SALICYLIC ACID 0.5% LOTION,DE500,N,INACTIVE,10/16/2012,9/27/2007
SALICYLIC ACID,"SALICYLIC ACID 0.5% PAD,TOP",DE500,Y,INACTIVE,10/16/2012,1/17/2018
SALICYLIC ACID,"SALICYLIC ACID 1% PAD,TOP",DE500,N,INACTIVE,6/8/2016,1/17/2018
SALICYLIC ACID/SODIUM THIOSULFATE,SALICYLIC ACID 1%/NA THIOSULFATE 25% LOTION,DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID/SULFUR,"SALICYLIC ACID 1.5%/SULFUR 2% LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,4/5/2016
SALICYLIC ACID,SALICYLIC ACID 1.8%/ALCOHOL 61% LOTION,DE500,Y,INACTIVE,10/16/2012,9/25/2007
SALICYLIC ACID,"SALICYLIC ACID 10% CREAM,TOP",DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 12%/COLLODION LIQUID,TOP",DE500,Y,INACTIVE,10/16/2012,6/25/2012
SALICYLIC ACID,"SALICYLIC ACID 12.2% LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,9/25/2007
SALICYLIC ACID,"SALICYLIC ACID 13.6%/FLEXIBLE COLLODION LIQUID,TOP",DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,SALICYLIC ACID 15% 12MM PATCH,DE500,N,INACTIVE,10/16/2012,3/13/2013
SALICYLIC ACID,SALICYLIC ACID 15% 20MM PATCH,DE500,N,INACTIVE,10/16/2012,6/7/2016
SALICYLIC ACID,SALICYLIC ACID 15% 6MM PATCH,DE500,N,INACTIVE,10/16/2012,3/13/2013
SALICYLIC ACID,"SALICYLIC ACID 17% GEL,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 17% SOLN,TOP",DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 17%/FLEXIBLE COLLODION SOLN,TOP",DE500,N,INACTIVE,10/16/2012,5/22/2009
SALICYLIC ACID,"SALICYLIC ACID 2% BAR,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,SALICYLIC ACID 2% CONDITIONER,DE500,N,ACTIVE,4/26/2016,
SALICYLIC ACID,SALICYLIC ACID 2% CREAM,DE500,Y,INACTIVE,10/16/2012,6/11/1999
SALICYLIC ACID,"SALICYLIC ACID 2% CREAM,TOP",DE500,Y,INACTIVE,10/16/2012,10/28/2010
SALICYLIC ACID,"SALICYLIC ACID 2% GEL,TOP",DE500,N,ACTIVE,12/19/2012,
SALICYLIC ACID,SALICYLIC ACID 2% LOTION,DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 2% PAD,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,SALICYLIC ACID 2% SHAMPOO,DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 2% SOAP,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID/SULFUR,"SALICYLIC ACID 2%/SULFUR 1.5% LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,5/15/2013
SALICYLIC ACID/SULFUR,"SALICYLIC ACID 2%/SULFUR 2% LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2%/SULFUR 2% LOTION,DE500,N,INACTIVE,10/16/2012,8/1/2012
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2%/SULFUR 2% SHAMPOO,DE400,Y,ACTIVE,10/16/2012,
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2%/SULFUR 2% SOAP,DE500,Y,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID/SULFUR,"SALICYLIC ACID 2%/SULFUR 3% CREAM,TOP",DE500,N,INACTIVE,10/16/2012,6/25/2012
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2%/SULFUR 3% LOTION,DE500,N,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2%/SULFUR 3% SHAMPOO,DE500,Y,INACTIVE,10/16/2012,9/30/2008
SALICYLIC ACID/ZINC PYRITHIONE,SALICYLIC ACID 2%/ZN PYRITHIONE 1% SHAMPOO,DE400,N,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2.25%/SULFUR 8% LOTION,DE500,N,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID/SULFUR,SALICYLIC ACID 2.35%/SULFUR 4% LOTION,DE500,N,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID,"SALICYLIC ACID 24%/FLEXIBLE COLLODION SOLN,TOP",DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 25% CREAM,TOP",DE500,Y,INACTIVE,10/16/2012,9/25/2007
SALICYLIC ACID,"SALICYLIC ACID 25% OINT,TOP",DE500,Y,INACTIVE,10/16/2012,9/25/2007
SALICYLIC ACID,"SALICYLIC ACID 26% LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,9/25/2007
SALICYLIC ACID,"SALICYLIC ACID 26% SOLN,TOP",DE500,Y,ACTIVE,2/1/2018,
SALICYLIC ACID,"SALICYLIC ACID 27.5% SOLN,TOP",DE500,Y,ACTIVE,4/23/2013,
SALICYLIC ACID,"SALICYLIC ACID 28% SOLN,TOP",DE500,Y,ACTIVE,12/1/2017,
SALICYLIC ACID,"SALICYLIC ACID 28.5% SOLN,TOP",DE500,Y,ACTIVE,2/19/2014,
SALICYLIC ACID,"SALICYLIC ACID 3% CREAM,TOP",DE752,Y,ACTIVE,2/1/2018,
SALICYLIC ACID,"SALICYLIC ACID 3% GEL,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 3% OINT,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,SALICYLIC ACID 3% SHAMPOO,DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID/SULFUR,"SALICYLIC ACID 3%/SULFUR 10% BAR,TOP",DE500,N,INACTIVE,10/16/2012,9/13/2001
SALICYLIC ACID/SULFUR,"SALICYLIC ACID 3%/SULFUR 5% BAR,TOP",DE500,N,INACTIVE,10/16/2012,5/20/2009
SALICYLIC ACID/SULFUR,SALICYLIC ACID 3%/SULFUR 5% SHAMPOO,DE400,N,ACTIVE,10/16/2012,
SALICYLIC ACID,SALICYLIC ACID 4% SHAMPOO,DE500,Y,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID,"SALICYLIC ACID 40% OINT,TOP",DE500,N,INACTIVE,10/16/2012,3/10/2010
SALICYLIC ACID,SALICYLIC ACID 40% PLASTER,DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 5% GEL,TOP",DE500,N,INACTIVE,10/16/2012,11/4/2010
SALICYLIC ACID/UREA,"SALICYLIC ACID 5%/UREA 10% OINT,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 50% PLASTER,TOP",DE500,Y,INACTIVE,10/16/2012,6/25/2012
SALICYLIC ACID,"SALICYLIC ACID 6% CREAM,TOP",DE752,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 6% FOAM,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 6% GEL,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 6% LOTION,TOP",DE500,N,ACTIVE,10/16/2012,
SALICYLIC ACID,SALICYLIC ACID 6% SHAMPOO,DE500,Y,ACTIVE,10/16/2012,
SALICYLIC ACID,"SALICYLIC ACID 60% CREAM,TOP",DE500,Y,INACTIVE,10/16/2012,10/1/2007
SALICYLIC ACID,"SALICYLIC ACID 60% OINT,TOP",DE500,N,INACTIVE,10/16/2012,9/25/2007
SALICYLIC ACID,"SALICYLIC ACID GEL,TOP",DE500,N,INACTIVE,10/16/2012,10/28/2010
SALICYLIC ACID,SALICYLIC ACID PWDR,PH000,N,ACTIVE,10/16/2012,
SALIVA EJECTOR,"SALIVA EJECTOR,WHITE OPAQUE HENRY SCHEIN #1005205",XA900,,ACTIVE,10/16/2012,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL",OR500,Y,ACTIVE,10/16/2012,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (AQUORAL) SPRAY,ORAL",OR500,N,ACTIVE,8/24/2015,
BIOTENE,"SALIVA,ARTIFICIAL (BIOTENE MOUTH) SPRAY,ORAL",OR500,N,ACTIVE,10/16/2012,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (CAPHOSOL) LIQUID,240,KIT",OR500,N,INACTIVE,10/16/2012,2/24/2016
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (CAPHOSOL) LIQUID,30,KIT",OR500,N,ACTIVE,10/16/2012,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (CAPHOSOL) LIQUID,60,KIT",OR500,N,ACTIVE,10/16/2012,
ARTIFICIAL SALIVA,"SALIVA,ARTIFICIAL (GC DRY MOUTH) GEL,DENT",OR500,N,ACTIVE,9/23/2019,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (NEUTRASAL) 538MG/PKT PWDR",OR500,N,ACTIVE,9/23/2014,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (NUMOISYN) LIQUID",OR500,N,ACTIVE,10/16/2012,
ARTIFICIAL SALIVA,"SALIVA,ARTIFICIAL (ORAL BALANCE) GEL,DENT",OR500,N,ACTIVE,10/16/2012,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (ORAL BALANCE) LIQUID",OR500,Y,ACTIVE,10/16/2012,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL (SALIVAMAX) 351MG/PKT PWDR",OR500,N,ACTIVE,2/4/2016,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL DISC,ORAL",OR500,N,ACTIVE,10/2/2015,
"SALIVA,ARTIFICIAL","SALIVA,ARTIFICIAL LOZENGE",OR500,N,ACTIVE,10/16/2012,
SALIX,SALIX CAP/TAB,HA000,N,ACTIVE,10/16/2012,
SALMETEROL,"SALMETEROL XINAFOATE 21MCG/ACTUAT INHL,ORAL,13GM",RE102,N,INACTIVE,10/16/2012,8/21/2003
SALMETEROL,"SALMETEROL XINAFOATE 21MCG/ACTUAT INHL,ORAL,6.5GM",RE102,N,INACTIVE,10/16/2012,8/21/2003
SALMETEROL,"SALMETEROL XINAFOATE 50MCG/BLISTER INHL,ORAL,DISKUS,28",RE102,N,ACTIVE,10/16/2012,
SALMETEROL,"SALMETEROL XINAFOATE 50MCG/BLISTER INHL,ORAL,DISKUS,60",RE102,N,ACTIVE,10/16/2012,
SALSALATE,SALSALATE 500MG CAP,MS101,Y,INACTIVE,10/16/2012,7/2/2008
SALSALATE,SALSALATE 500MG TAB,MS101,Y,ACTIVE,10/16/2012,
SALSALATE,"SALSALATE 500MG TAB,SA",MS101,N,INACTIVE,10/16/2012,10/21/2002
SALSALATE,"SALSALATE 500MG TAB,UD",MS101,Y,ACTIVE,10/16/2012,
SALSALATE,SALSALATE 750MG TAB,MS101,Y,ACTIVE,10/16/2012,
SALSALATE,"SALSALATE 750MG TAB,UD",MS101,Y,INACTIVE,10/16/2012,6/1/2017
SAMARIUM SM153,"SAMARIUM SM153 LEXIDRONAM 1850MBQ/ML INJ,VIL,2ML",AN600,N,INACTIVE,10/16/2012,9/25/2007
SANDOSOURCE PEPTIDE,"SANDOSOURCE PEPTIDE LIQUID,1000ML (CLOSED SYSTEM)",TN200,N,INACTIVE,10/16/2012,6/12/2009
SANDOSOURCE PEPTIDE,"SANDOSOURCE PEPTIDE LIQUID,1500ML (CLOSED SYSTEM)",TN200,N,INACTIVE,10/16/2012,6/12/2009
SANDOSOURCE PEPTIDE,"SANDOSOURCE PEPTIDE LIQUID,250ML",TN200,N,INACTIVE,10/16/2012,6/12/2009
SANGUINARIA CANADENSIS,SANGUINARIA CANADENSIS PWDR,HA000,N,ACTIVE,10/16/2012,
FEMININE HYGIENE,"SANITARY NAPKIN, KOTEX OVERNITE",XA900,,ACTIVE,10/16/2012,
FEMININE HYGIENE,"SANITARY NAPKIN,OVERNIGHT",XA900,,ACTIVE,10/16/2012,
FEMININE HYGIENE,"SANITARY NAPKIN,REGULAR",XA900,,ACTIVE,10/16/2012,
FEMININE HYGIENE,"SANITARY NAPKIN,SUPER",XA900,,ACTIVE,10/16/2012,
SAPROPTERIN,"SAPROPTERIN DIHYDROCHLORIDE 100MG TAB,SOLUBLE",AD900,N,ACTIVE,10/16/2012,
SAPROPTERIN,"SAPROPTERIN DIHYDROCHLORIDE 100MG/PKT PWDR,ORAL",HS900,N,ACTIVE,3/13/2014,
SAPROPTERIN,SAPROPTERIN DIHYDROCHLORIDE 10MG TAB,AD900,N,INACTIVE,10/16/2012,2/17/2010
SAQUINAVIR,SAQUINAVIR 200MG (FORTOVASE) CAP,AM800,N,INACTIVE,10/16/2012,6/26/2006
SAQUINAVIR,SAQUINAVIR 200MG (INVIRASE) CAP,AM800,Y,INACTIVE,10/16/2012,2/19/2019
SAQUINAVIR,SAQUINAVIR 200MG CAP,AM800,Y,INACTIVE,10/16/2012,11/16/1998
SAQUINAVIR,SAQUINAVIR MESYLATE 500MG TAB,AM800,Y,ACTIVE,10/16/2012,
SARECYCLINE,SARECYCLINE 100MG TAB,AM250,N,ACTIVE,12/20/2018,
SARECYCLINE,SARECYCLINE 150MG TAB,AM250,N,ACTIVE,12/20/2018,
SARECYCLINE,SARECYCLINE 60MG TAB,AM250,N,ACTIVE,12/20/2018,
SARGRAMOSTIM,SARGRAMOSTIM 250MCG/VIL (PF) INJ,BL400,Y,INACTIVE,10/16/2012,7/21/2005
SARGRAMOSTIM,SARGRAMOSTIM 250MCG/VIL INJ,BL400,Y,ACTIVE,10/16/2012,
SARGRAMOSTIM,SARGRAMOSTIM 500MCG/ML INJ,BL400,Y,INACTIVE,10/16/2012,6/16/2016
SARGRAMOSTIM,SARGRAMOSTIM 500MCG/VIL (PF) INJ,BL400,Y,INACTIVE,10/16/2012,7/21/2005
SARILUMAB,"SARILUMAB 150MG/1.14ML INJ,PEN,1.14ML",MS190,N,ACTIVE,6/14/2018,
SARILUMAB,"SARILUMAB 150MG/1.14ML INJ,SYR,1.14ML",MS190,N,ACTIVE,6/1/2017,
SARILUMAB,"SARILUMAB 200MG/1.14ML INJ,PEN,1.14ML",MS190,N,ACTIVE,6/14/2018,
