_id,ltable_id,rtable_id,ltable_name,ltable_category,ltable_fda_schedule,rtable_tokTitle,rtable_tokNews,gold_label
15108,199,193998,crack cocaine,"anesthetics,mucosal",schedule ii,police investigate suspected activity,medina ohio n court street police responded man suspected selling crack cocaine car 3 53 p july 10 reports said allegation determined unfounded animal bite maple resident reported dog attacked another walk 5 21 11 warden notified indicate citations issued disorderly conduct broadway cited 16 following investigation suspicious person read news sun,1
15110,199,204389,crack cocaine,"anesthetics,mucosal",schedule ii,secaucus police charge two dealing 2 month probe,two month investigation dealing secaucus north end led arrest hudson county men police chief dennis miller announced tuesday jihad shabazz 23 west new york steven rojas 19 jersey city arrested monday shortly 9 p traffic stop area route 3 town said time detectives seized 79 vials suspected crack cocaine small quantity heroin vehicle found possession five amount cash believed proceeds also charged intent distribute within 500 feet park counts controlled dangerous substance taken jail sparked complaints residents suspecting may resident priority department arrests direct result partnership public received anti crime unit conducted surveillance tips made calling 201 330 2049 emailed spdtips net submitted anonymously website www secaucuspolice org,1
15147,245,196212,pentobarbital,opioid analgesics,schedule ii,u executes first federal inmate since 2003,trump administration tuesday morning carried first federal execution since 2003 divided supreme court rejected inmate claims using pentobarbital lethal injections would unconstitutional unsigned opinion issued shortly 2 five member conservative majority sought end fusillade litigation four condemned men allies filed attorney general william barr announced plans year ago reactivate death chamber terre haute ind,1
15164,245,197989,pentobarbital,opioid analgesics,schedule ii,supreme court permits first federal executions since 2003,divided supreme court cleared way first federal executions since 2003 issuing orders shortly 2 tuesday rejecting inmate claims using pentobarbital lethal injections would unconstitutional unsigned opinion five member conservative majority sought end fusillade litigation four condemned men allies filed attorney general william barr announced plans year ago reactivate death chamber terre haute ind,1
15181,245,208145,pentobarbital,opioid analgesics,schedule ii,july 15 recap tucson news may missed today,letter week attorney general mark brnovich told governor clear federal government able get hands pentobarbital needed state perform executions,1
15189,245,218821,pentobarbital,opioid analgesics,schedule ii,third time week federal government carries execution,washington 52 year old man put death friday 1993 murders five people third federal execution week 17 hiatus capital punishment dustin lee honken proceeded without last minute delays unlike two inmates previous days supreme court dismissed challenge justice department protocol early thursday clearing way lethal injection afternoon mr pronounced dead 4 36 p penitentiary terre haute ind spoke briefly final moments according journalist observed holy mary mother god pray said announced intention summer revive questions constitutionality using single pentobarbital delayed resumption,1
15195,248,151351,methamphetamine,amphetamines,schedule ii,police beat,nlr police arrest man case north little rock arrested thursday search turned paraphernalia according report officer dispatched 1700 block pike avenue reference suspicious person found ambrose apaul 43 1501 marion st warrant issued said related click interactive map full coverage crime arkansasonline com lrcrime reported finding possession yellow straw methamphetamine residue three pipes taken pulaski county jail charged felony four counts bond amount listed,1
15196,248,151506,methamphetamine,amphetamines,schedule ii,man arrested death injured woman dropped hospital eugene police say,suspect arrested injured woman earlier week dropped eugene hospital later died police said thursday investigators believe kiari tasha danielle holland 31 year old resident hit vehicle near river road picked truck taken sacred heart university 4 30 tuesday driver passenger left additional information could obtained camera caught pictures gray toyota tundra area asked residents keep lookout found wednesday day christopher samuel lee custody charges manslaughter run well possession heroin methamphetamine according lane county sheriff office details released kale williams kwilliams oregonian com 503 294 4048 sfkale subscribe oregonlive newsletters podcasts latest news top stories,1
15202,248,155098,methamphetamine,amphetamines,schedule ii,pomona man found stolen police radio traffic stop,pomona police arrested 27 year old man traffic stop early saturday morning july 4 found possession firearm stolen radio methamphetamine authorities said arrest occurred 12 16 garey harrison avenues according sgt mark medellin major crimes task force noticed vehicle tinted windows weaving driver license told officers car medellian subsequent search led discover 357 caliber handgun jesus hernandez resident previous conviction prohibited possessing firearms also outstanding bail warrant alleged theft booked city jail,1
15204,248,157463,methamphetamine,amphetamines,schedule ii,pomona man found stolen police radio traffic stop,pomona police arrested 27 year old man traffic stop early saturday morning july 4 found possession firearm stolen radio methamphetamine authorities said arrest occurred 12 16 garey harrison avenues according sgt mark medellin major crimes task force noticed vehicle tinted windows weaving driver license told officers car subsequent search led discover 357 caliber handgun jesus hernandez resident previous conviction prohibited possessing firearms also outstanding bail warrant alleged theft booked city jail,1
15205,248,158307,methamphetamine,amphetamines,schedule ii,police beat little rock traffic stop leads arrest,police traffic stop leads arrest little rock man arrested saturday afternoon charges patterson road according report officers pulled vehicle driven charles brown 27 6500 3 p said defective taillights driver could provide proof insurance found glass pipes plastic bags scales bag containing methamphetamine stolen firearm debit card marijuana taken pulaski county jail held lieu bond charged felony simultaneous possession firearms certain persons purpose paraphernalia two counts theft property misdemeanor driving without licence broken taillight,1
15213,248,167962,methamphetamine,amphetamines,schedule ii,deputy arrested suspicion smuggling meth south bay jail,milpitas authorities tuesday arrested santa clara county sheriff office correctional deputy suspicion smuggling methamphetamine elmwood facility arrest capped extensive two month investigation identified 35 year old antioch resident mayra rios said news release detectives launched receiving information involved jail behalf inmates pleasanton placed administrative leave spokeswoman jessica gabaldon additional including long employed immediately available sought authorization higher bail amount magistrate citing access funds former position authority influence potential flight risk according remains custody main san jose 1 million check back updates,1
15219,248,170423,methamphetamine,amphetamines,schedule ii,police beat little rock motorist jailed vehicle crash,little rock motorist jailed vehicle crash woman arrested four counts endangering welfare minor three felony charges struck another monday night according report police sent 1701 westport drive told driver following high speeds subsequently said officers marquita harper 29 children time everybody involved injuries taken pulaski county jail held without bail charged aggravated assault family member criminal mischief transaction reported man witnessing late tuesday morning approached john colbert 30 11 45 600 hardin saw throw digital scale trash arrest found methamphetamine mdma commonly known ecstasy xanax marijuana possession paraphernalia content interactive map crime arkansasonline com lrcrime,1
15221,248,175129,methamphetamine,amphetamines,schedule ii,feds florence man sentenced 13 years prison admits distributing methamphetamine,florence man sentenced thursday 13 years prison officials said admitted distributing methamphetamine dylan roland 29 arrested april 2019 remains custody boone county detention center according jail records release department justice states officers conducted vehicle stop two men left residence discovered 30 grams firearm traffic work like without supporters please consider subscription cincinnati com deputies searched found 14 marijuana paraphernalia approximately 2 500 cash firearms investigation directed federal bureau case prosecuted part project safe neighborhoods program u district judge david bunning must serve 85 sentence probation four released,1
15230,248,177895,methamphetamine,amphetamines,schedule ii,south okc three people arrested meth found stashed car,south okc three people arrested meth found stashed car oklahoma county sheriff deputies one pound methamphetamine hidden compartment vehicle search wednesday traffic stop city warrant team made 7600 block walker avenue noticing defective tail light fake paper tag 2008 ford taurus authorities said deputy smelled marijuana driver allowed 13 000 cash also discovered dashboard inside,1
15233,248,178558,methamphetamine,amphetamines,schedule ii,pomona police allegedly find felon holt avenue motel meth rifle,pomona parolee custody thursday morning allegedly tried ditch contacted police search motel room turned rifle bathroom officers department major crimes task force deluxe 915 w holt ave 7 p wednesday talking get rid methamphetamine according sgt medellin suspect identified peter gomez 31 chino detained conducted found hidden told weapon taken without incident said due status convicted felon prohibited possessing weapons,1
15235,248,181071,methamphetamine,amphetamines,schedule ii,hayward man sentenced prison meth trafficking,hayward man sentenced 10 years prison trafficking methamphetamine u justice department spokesman said thursday plea agreement demetrius kim 70 grams pure concealed clothing oakland police officers arrested leaving richmond hotel room around 2 p march 14 2019 inside investigators also found packaging supplies digital scale pay owe sheets recognized material admitted planned distribute federal grand jury indicted 32 june 6 district court judge yvonne rogers term five year supervised release taken custody assistant attorney jonathan lee prosecuted case followed investigation bureau alcohol tobacco firearms explosives contact george kelly 408 859 5180,1
15237,248,182319,methamphetamine,amphetamines,schedule ii,middletown police man died motorcycle crash pursuit,one person dead motorcycle crashed middletown police pursuit thursday officials said ohio state highway patrol responded crash 3700 block lefferson road according release driver involved trafficking convicted methamphetamine 2018 released prison charge may officers observed making hand transactions called marked vehicle stop arrest states took high speed rate ensued chase started breiel boulevard came struck rear tractor trailer near spring grove lane identity died anyone information incident asked call 513 425 7700 sign get top 5 stories cincinnati com inbox morning,1
15240,248,185683,methamphetamine,amphetamines,schedule ii,coroner identifies man killed motorcycle crash middletown police pursuit,butler county coroner office identified man killed motorcycle crash police pursuit thursday said jesse w myers 38 3700 block lefferson road according release middletown driver involved trafficking convicted methamphetamine 2018 released prison may subscribe unlimited access cincinnati com officers observed making hand transactions called marked vehicle stop arrest states took high rate speed ensued chase started breiel boulevard came struck rear tractor trailer near spring grove lane anyone information incident asked call 513 425 7700 reporters cameron knight madeline mitchell contributed media partner fox 19 provided photo,1
15243,248,186702,methamphetamine,amphetamines,schedule ii,adams county man pleads guilty federal court conspiracy charges,adams county man pleaded guilty thursday federal court conspiracy possess distribute methamphetamine heroin arturo david aguilera viveros 36 also illegal reentry u deportation according attorney office district colorado news release charges intent 500 grams 100 said others sent large amounts wyoming including 20 pounds prosecutors arrested april 4 2019 aurora residence feb 2014 citizen mexico convicted arapahoe sentenced six years prison upon sept 7 2017 deported defendant apply admission otherwise seek approval reenter united states douglas sheriff multiple agencies assisted case scheduled 24,1
15245,248,187133,methamphetamine,amphetamines,schedule ii,judgment overturned second convicted killer wake creek reservation case,oklahoma prison inmate convicted first degree murder another pleaded guilty manslaughter judgments vacated wake u supreme court ruling state lacked authority prosecute native americans joe johnson jr serving life sentence shooting death seminole county travis wayne bentley 36 years killing man car wreck influence methamphetamine high justices rendered decision muscogee creek nation case two others including multiple sentences forcible sodomy lewd indecent proposals child also new trials immediately historic according records delayed action four appeals making reservation,1
15252,248,194750,methamphetamine,amphetamines,schedule ii,michigan man sentenced 27 years dealing meth,marquette mi jonathan collins 41 sentenced july 10 serve 324 months prison u district judge paul l maloney pleaded guilty december 2019 possession intent distribute 50 grams mixture substance containing detectable amount methamphetamine city police pulled vehicle november 2018 encounter investigators found approximately car double edged dagger concealed driver side support handle according press release attorney office upper peninsula enforcement team took investigation learned making frequent trips grand rapids area brought ounces crystal back redistribution charged county prosecuting released bond conspired obtain additional made threats co conspirator august upon subject 5 years supervision,1
15253,248,194800,methamphetamine,amphetamines,schedule ii,meth smuggled trailer fresh onions texas cbp says,30 5 million meth found smuggled trailer fresh onions texas u customs border protection said monday agents huge amount methamphetamine july 9 tractor pharr international bridge cargo facility hauling mexico cbp certainly substantial make final destination seizing harmful narcotics definitely help keep communities safer carlos rodriguez port director hidalgo anzalduas news release 35 year old mexican citizen driving officer inspected conveyance discovered 221 packages roof weighed 1 500 pounds ofo seized 1988 volvo 2010 utility arrested driver homeland security investigations hsi continue investigation breaking sign one many newsletters first know big breaks,1
15257,248,196431,methamphetamine,amphetamines,schedule ii,smugglers busted carrying 145 pounds meth ultralight aircraft,smugglers busted carrying 145 pounds meth ultralight aircraft u customs border protection seized 5 methamphetamine near mexico saturday cbp announced news release monday makeshift flying low altitude heber california early agents called investigate said found metal basket white duffel bag 26 clear plastic containers full according statement street value haul 327 375 mention pilot whether anyone involved operation arrested turned enforcement administration advertisement,1
15258,248,197838,methamphetamine,amphetamines,schedule ii,smugglers busted carrying 145 pounds meth ultralight aircraft near california mexico border,smugglers getting pretty creative every day try ultralight aircraft us customs border protection seized 145 5 pounds methamphetamine near mexico saturday cbp announced news release monday makeshift flying low altitude heber california early agents called investigate said found metal basket white duffel bag 26 clear plastic containers full meth according statement street value haul 327 375 mention pilot whether anyone involved operation arrested turned enforcement administration correction story updated reflect cnn wire 2020 cable network inc warnermedia company rights reserved,1
15259,248,197877,methamphetamine,amphetamines,schedule ii,smugglers busted carrying 145 pounds meth ultralight aircraft near california mexico border,smugglers getting pretty creative every day try ultralight aircraft us customs border protection seized 145 5 pounds methamphetamine near mexico saturday cbp announced news release monday makeshift flying low altitude heber california early agents called investigate said found metal basket white duffel bag 26 clear plastic containers full meth according statement street value haul 327 375 mention pilot whether anyone involved operation arrested turned enforcement administration correction story updated reflect cnn wire 2020 cable network inc warnermedia company rights reserved,1
15263,248,201820,methamphetamine,amphetamines,schedule ii,man arrested tonawanda nearly 60 pounds meth,massachusetts man arrested erie county sheriff deputies hauling 59 5 pounds methamphetamine estimated street value 2 7 million according u attorney office federal prosecutors said 39 year old daren lewis quincy stopped sheridan drive town tonawanda charged criminal complaint possessing intent distribute 500 grams carries mandatory minimum penalty 10 years prison maximum life convicted charge friday homeland security investigations flagstaff ariz received alert suspicious cargo shipment originating california destined manifested personal effects phone number provided shipper working added began investigating monday arrived inspected customs border protection,1
15266,248,203741,methamphetamine,amphetamines,schedule ii,woman 42 facing theft charges,woman 42 facing theft charges little rock police arrested monday according report approached august baker kroger parking lot 6420 colonel glenn road noon reported finding stolen guitar valued 1 500 credit card possession search taken pulaski county jail held without bail charged two felony counts receiving methamphetamine schedule ii marijuana,1
15267,248,204986,methamphetamine,amphetamines,schedule ii,judge denies request delay iowa kingpin execution,iowa city federal judge denied kingpin requests delay execution scheduled friday u district leonard strand wrote tuesday would intervene dustin honken date due coronavirus pandemic said bureau prisons best position weigh health risks benefits carrying also motion declare void alleged procedural error government affirmed executive branch power set executions 52 die lethal injection prison terre haute indiana executed inmate first time 17 years second wednesday facing 1993 slayings five people mason area prosecutors say killed attempt thwart investigation methamphetamine trafficking business request spiritual adviser put hold catholic priest asked recedes,1
15273,248,207037,methamphetamine,amphetamines,schedule ii,overdose deaths jump 2019 nearly 71 000 record high cdc says,cnn overdose deaths united states jumped last year projected 4 8 wiping slight decline 2018 setting new record high according preliminary data released wednesday us centers disease control prevention national center health statistics cdc reported 70 980 2019 previous 699 set 2017 experts fear numbers could even worse next exacerbated coronavirus pandemic 35 saw increase 13 recorded declines south dakota largest spike 54 followed north 31 alaska 27 fentanyl synthetic opioids involved half cocaine methamphetamine related also rise declined 5 1 marking first drop decades something president donald trump took credit highlighting major administration accomplishment read,1
15274,248,207491,methamphetamine,amphetamines,schedule ii,bust adrian results one arrest,adrian mi one man arrested methamphetamine seized monday night bust police said getting warrant searched home 1300 block lowe avenue 9 p july 13 according michigan state officers region irish hills narcotics office approximately 15 grams 37 year old delivery manufacture meth maintaining house additional charges pending lenawee county sheriff assisted scene read ann arbor news jackson citizen patriot westbound 94 area closed due crash emu hosting bicycle safety rodeo lots free swag inspections sees 61 new cases coronavirus halfway international students uncertain fall semester even reversed ice order,1
15301,311,165024,morphine,opioid analgesics,schedule ii,ou nurse indicted grand jury wife ex prosecutor suspected assault,ou nurse indicted grand jury wife ex prosecutor suspected assault edmond charged theft high powered painkillers medical center state multi county thursday maria danielle mcclatchie three felony counts larceny controlled dangerous substance 39 accused stealing 896 micrograms fentanyl hospital mar 1 3 court records show synthetic opioid used treat pain 80 100 times stronger morphine according u enforcement administration jurors alleged willfully knowingly feloniously commit crime listed advanced practice registered general surgery website warrant arrest issued monday convicted faces 10 years prison,1
15364,315,161117,cannabis,unknown,schedule i,organigram holdings shares sliding today,investors like heard canadian cannabis producer announcement friday shares organigram holdings nasdaq ogi sliding 4 9 lower 11 18 edt monday falling much 13 earlier day decline appeared result made u stock markets closed stated cut around 25 total workforce expects revenue third quarter q2 results pretty bad bracing even worse q3 update later month expecting net yet company said impacted insignificant wholesale recorded,0
15367,315,161641,cannabis,unknown,schedule i,louisiana second medical marijuana grower releases product greenstate,baton rouge la ap louisiana second medical marijuana grower announced started making products state dispensaries sale patients ilera holistic healthcare company grows southern university agricultural center said wednesday launched therapeutic cannabis brand called ayo first historically black college centers authorized grow nine provide lsu selling since august 2019 release comes lawmakers greatly expanded program last month allow doctors recommend patient believe would help remove restrictions expansion takes effect,0
15381,315,169375,cannabis,unknown,schedule i,june weed sales top 47 million illinois monthly record,consumers purchased 47 6 million worth cannabis illinois weed stores june sold month since recreational marijuana sales became legal according state,0
15386,315,171711,cannabis,unknown,schedule i,expect big marijuana legalization wave among states 2021,photograph matthew brodeur coronavirus pandemic slowed number states efforts legalize cannabis least near term could opposite effect 2021 canaccord genuity analyst bobby burleson december pointed 16 expected put pot legalization ballots election year list since dwindled covid 19 dominated officials attention slowing ballot initiatives across nation,1
15396,315,176262,cannabis,unknown,schedule i,resinate opens adult use marijuana sales worcester,worcester resinate inc opened sunday adult use marijuana sales plans hold grand opening celebration friday millbury street shop begin 10 continue weekend company announced locally owned operated vertically integrated cannabis launched medical march covid 19 pandemic began proud progress outstanding team assembled successful meeting demand maintained health safety staff patients adhere reopening set forth governor baker excited offer level customers ceo peter decaro said statement later year open two licensed stores northampton grafton 1191 st former reliable cash register building,1
15397,315,176465,cannabis,unknown,schedule i,facing litigation state temporarily halts enforcement marijuana business rules,pending litigation oklahoma attorney general office temporarily agreed state enforce medical marijuana laws could force dispensaries close doors monday assistant solicitor department health authority certain residency location requirements pertain businesses long owners resided temporary stipulation comes suing legality requiring cannabis business residents least two years mandating located 1 000 feet schools preschools took effect aug 29 2019,1
15413,315,184906,cannabis,unknown,schedule i,face facts cbd hype train derailed,yet another reminder next big thing investments need time mature years hotter investment opportunity wall street marijuana tens billions dollars sales conducted black market seemed logical north america legal cannabis stocks would benefit canada became first industrialized country modern era legalize adult use weed two thirds u states ok varied degree general sense began taking back seat late 2018 throughout much 2019 niche movement cannabidiol cbd,1
15425,315,188168,cannabis,unknown,schedule i,week cannabis stocks green fda cbd report amazon aws kushco earnings,week started good news amazon com inc nasdaq amzn included cannabis company aws data exchange marketplace run web services first time ever,0
15440,315,195890,cannabis,unknown,schedule i,cresco labs stock popped today,marijuana producer expanding dispensary operations key market shares cresco labs otc crlbf jumped 12 3 monday announced opening major new cannabis company said massive south beloit illinois open business selling wide range recreational use products 7 208 square feet one largest dispensaries across entire portfolio co founder ceo charlie bachtell press release stock rose sharply investors cheered image source getty images,0
15444,315,197606,cannabis,unknown,schedule i,marijuana stock curaleaf shot 11 higher monday,cannabis company latest deal sign good things come curaleaf holdings otc curlf shares rose 11 monday news fresh acquisition announced holder exclusive rights rebels rockers dispensary license arizona acquired chicago based purveyor privately held grassroots specify paid detail terms image source getty images continue reading,0
15451,315,198819,cannabis,unknown,schedule i,high times cannabis cup coming illinois first time public judging see pot products best,impossible legally hold public contest state year lawmakers made recreational cannabis legal adults 21 older usually competition becomes event drawing partyers hear music dance smoke joint rolling competitions,0
15466,315,205251,cannabis,unknown,schedule i,illinois pulls 52 million first 6 months marijuana legalization,illinois legalized sale use cannabis products adults january becoming 11th u state,1
15480,315,213490,cannabis,unknown,schedule i,farmworker dies 14 infected covid 19 outbreak santa maria h 2a housing sites,leaders elevate lompoc cannabis dispensary 118 south h st marked store one year anniversary working agreement last month allow use small lot immediately wide range events promotions new look pocket park open public community garden simply green space relaxation,0
15483,315,215320,cannabis,unknown,schedule i,aurora cannabis aphria merger would bad idea,despite advanced merger discussions since fallen apart combining two canadian licensed producers make much sense think stock market wild year take peek cannabis stocks past three years skyrocketed imploded back 2017 2018 could blindfolded chosen pot list publicly traded companies landed winner prior legalization adult use weed canada oct 17 promises capacity expansion international sales acquisitions often enough send marijuana valuations stratosphere,0
15498,321,153320,lysergic acid diethylamide,drug,schedule i,ncis warns navy lsd investigations surge 70,amid surge investigations related personnel within navy department using distributing dangerous hallucinogenic lsd federal agents asking help tracking perpetrators naval criminal investigative service issued warning activity say largely taking place dark web difficult regulate portion internet accessible via specific configurations release ncis officials said users illicit substances purchased risk safety asked information come forward report read next army investigating fort hood sexual assault response program soldier disappearance since early 2018 initiated 190 involving 350 subjects possession use distribution lysergic acid diethylamide jeff houston spokesman told military com statement first four months 2020 increase nearly 70 alleged offenses compared time window two previous years figures especially dramatic considering among members dropped negligible levels 2000s 2003 2006 defense forensic laboratories detected instances positive urinalysis sample million samples result discontinued testing late directive deputy assistant secretary counternarcotics recent indicators making resurgence popularity troops despite zero tolerance policy associated press reported u air force investigators uncovered ring f e warren base wyoming choice airmen whose job included guarding nuclear missiles civilian population well known 1960s appears comeback 2015 survey young adults united kingdom showed spikes usage hub purchasing particular cause concern used solely center illegal commerce goods ranging weapons child pornography perhaps famously online marketplace silk road seized fbi shut 2013 noted similar marketplaces continue emerge even law enforcement agencies warned often found laced combinations lead death reporting revealed increasing number people moving perceived anonymity provided tools like onion router tor also cryptocurrencies bitcoin pay purchases offers obscuring ip addresses various techniques identify purchasers sellers additionally many cryptocurrency transactions traceable remain active global concentrated region installation declined comment respect process resulted charges convictions international state local working collectively variety infiltrate combat threat conjunction partners continues including source networks tipsters prosecute attempting buy hope hodge seck reached follow twitter hopeseck security us missile took,0
20117,331,150642,ketamine,"general anesthetics,other",schedule iii,colorado police officer took inappropriate photos elijah mcclain memorial resigns,officers put mcclain chokehold caused vomit went cardiac arrest injected ketamine died three days later taken life support,1
20127,331,160377,ketamine,"general anesthetics,other",schedule iii,stop thinking beauty elijah mcclain banal evil cops killed bunch,situation direction go south three cops bad person bias saw panic resistance shopping bag iced tea potential weapon say none mcclain plaintive cries mercy fact indeed unarmed seemed register men morally deaf applied chokehold called carotid hold restricts blood brain render subject unconscious watched responders inject dose tranquilizer ketamine much tiny body 23 year old already unresponsive loaded ambulance although pronounced dead hours later,1
20176,335,182054,pcp,unknown,unknown,increase indecent exposure cases laurel related activity anne arundel police say,police said object bottle contained believe pcp detectives searched hotel room warrant found stash nearly 300 grams sent lab identification nearby 10 000 cash two people arrested felony distribution charges according,1
20194,340,203624,nitrous oxide,hemorrhoidal preparations without steroid,unknown,hampton township garage fire triggers explosions,hampton twp mi several explosions occurred township amid garage fire firefighters 7 10 p tuesday july 14 dispatched structure 496 w road neighbor called 911 arrived find 65 40 detached used mechanical work engulfed flames said chief karey prieur started exterior operations three inside think racing fuel nitrous oxide owner stored also believed one car two snowmobiles four wheeler 17 minutes building collapsed pancaked homeowner time shortly injuries suffered either civilians essexville public safety department portsmouth provided mutual aid cleared scene 11 cause remains investigation related saginaw woman accused setting apartment house,1
20202,348,219904,zaleplon,"sedatives/hypnotics,other",schedule iv,zacks investment research upgrades intec pharma nasdaq ntec hold,intec pharma nasdaq ntec upgraded zacks investment research sell rating hold note issued investors thursday com reports according ltd biopharmaceutical company focused developing proprietary accordion pill platform technology product candidates clinical trial stages consists carbidopa levodopa developed indication treatment parkinson disease symptoms zaleplon insomnia including sleep induction improvement maintenance based jerusalem israel,1
20226,358,168832,methadone,opioid analgesics,schedule ii,pandemic continues safe injection sites could save lives opinion,context pandemic harm reduction strategies including ops needle exchanges even important provide access covid 19 testing marginalized people otherwise little interaction healthcare system conduit opioid substitution therapies like buprenorphine methadone essential ensuring use test positive successfully quarantine importantly save lives canada legal workers reported seeing immediate spike overdoses temporarily closed name social distancing,1
20227,358,176005,methadone,opioid analgesics,schedule ii,pandemic continues safe injection sites could save lives opinion,context pandemic harm reduction strategies including ops needle exchanges even important provide access covid 19 testing marginalized people otherwise little interaction health care system conduit opioid substitution therapies like buprenorphine methadone essential ensuring use test positive successfully quarantine importantly save lives canada legal workers reported seeing immediate spike overdoses temporarily closed name social distancing,1
20233,358,187400,methadone,opioid analgesics,schedule ii,19 year old man killed euclid shooting juvenile shooter turns self police say,euclid ohio 19 year old man dead shooting thursday police say myles miller died happened 3 30 p near east 232nd street williams avenue according statement got altercation juvenile fired gun shot says injuries ran later identified investigators came station family members friday morning turned investigation ongoing read crime stories cleveland com identify officer placed paid administrative leave following video shows downtown resident head back pepper balls tried enter apartment lit suspicious circumstances surrounding death cuyahoga county jail inmate medical examiner teen wrote mass shootings gets probation online threat federal law enforcement officers 2 girl hospitalized ingesting mother methadone,1
20237,199,228033,crack cocaine,"anesthetics,mucosal",schedule ii,intervention e returns season 21 episode 1 time tv channel watch free live stream online 7 20 2020,fans long running reality series intervention catch premiere episode latest season monday july 20 10 p e new usual promises emotional rollercoaster rides addicts whose friends families want see beat addiction 21 debut viewers meet melanie struggled crack cocaine since age 14 watch episodes live free fubotv trial father committed suicide baby mother raise three kids alone seen plenty hardship lifetime youngest child troublemaker early discovered pulled life together rehab 15 returned school became personal support worker job loved gave birth son 19 ex boyfriend shunned sunk depression turned five years later desperate need loses possibly find tonight everything know order rest going forward 1 air every tv channel network stream online also show streaming services hulu sling promotional offers prefer platforms pricing plans finder ways verizon fios u verse comcast xfinity spectrum charter optimum altice cox directv dish subscribe oregonian oregonlive newsletters podcasts news top stories coronavirus face masks facial coverings,1
20238,199,228608,crack cocaine,"anesthetics,mucosal",schedule ii,intervention e back watch new season time live stream tv channel,fans long running reality series intervention catch premiere new season e network tonight july 20 10 p et pt also livestream fubotv usual promises emotional rollercoaster rides episode 1 21 viewers meet melanie whose father committed suicide baby mother struggled raise three kids alone youngest child troublemaker early age 14 discovered crack cocaine pulled life together rehab 15 returned school became personal support worker job loved gave birth son 19 ex boyfriend shunned sunk depression turned five years later desperate need loses possibly find channel vh1 using finders verizon fios u verse comcast xfinity spectrum charter optimum altice directv dish watch cable 54 99 month offers access favorite tv shows live sports events much 7 day free trial sign,1
20239,199,228611,crack cocaine,"anesthetics,mucosal",schedule ii,woman arrested ovi mcdonald parking lot independence police blotter,independence ohio drunken driver brecksville road police responded traffic crash front mcdonald restaurant 7 45 july 1 admitted taking day failed field sobriety tests later refused provide blood sample found marijuana inside car woman cited driving suspension operating motor vehicle impaired failure maintain assured clear distance abuse call suspicious pnc bank 12 27 p june 30 showed signs impairment k9 alerted suspected crack cocaine paraphernalia possession theft reported 4 000 worth clothing items stolen trunk 6 15 28 victim said planned donate needy youth reviewing security camera footage parking lot time report timberlane drive thefts two autos 11 16 2 victims credit cards cash personal resident midland also loose change sunglasses file official read news parma sun post,1
20240,199,236459,crack cocaine,"anesthetics,mucosal",schedule ii,three stabbed melee atlantic city casino,three men stabbed melee atlantic city casino one suffering life threatening injuries new jersey state police said incident took place shortly 3 monday inside tropicana troopers responding reports altercation floor press reported arrested four york scene including stabbing victims outlet scuffle jabari cummings 30 brooklyn charged weapons possession aggravated assault crack cocaine tampering evidence attempted homicide among others delroy mcneil 32 north carolina also brawl treated released local hospital paper two suspects robbery held jail release names conditions say suffered officials declined comment comes wake july 2 reopening gambling mecca casinos lengthy shutdown due spread coronavirus opened 25 percent capacity masks required patrons post wires,1
20244,199,248426,crack cocaine,"anesthetics,mucosal",schedule ii,18 massachusetts residents charged federal indictment,federal prosecutors said thursday 18 people massachusetts charged connection wide ranging fentanyl heroin crack cocaine trafficking operation eight already arrested november us attorney office press release among pedro baez 50 fitchburg anthony 31 amanda ford 33 monica troche 27 branny taveras 37 shastaalena blair 39 jessica hughes 28 gardner valerie lucier 30 anthoney held pending trial face charges include one count conspiracy distribute least 500 grams 400 100 base,1
20252,199,278388,crack cocaine,"anesthetics,mucosal",schedule ii,west memphis trafficker gets 250 months,investigation high level trafficking around west memphis 2015 2017 resulted federal prison sentence 20 years eight months u district judge james moody jr imposed wednesday karlen ingram 38 one numerous people indicted 2019 different phases operation money sleep joint enforcement administration police department ongoing agents learned supplied powder crack cocaine according attorney cody hiland late early 2016 made six controlled buys home said also used court authorized wiretaps cell phone intercept narcotics transactions learning later shifted primarily distributing dealing methamphetamine showed co conspirators shipped illegal postal service january pleaded guilty oct 2 charge conspiring possess intent distribute sentencing hearing ordered serve 250 parole unavailable five supervised release noting scheme conducted others endangered communities eastern arkansas lengthy testament dedication law partners share tireless commitment maintaining order state three charged alongside case still awaiting trial faced distribution charges another 16 dropped october sentenced defendants electronic records name came officers noticing selling hours,1
20254,199,284718,crack cocaine,"anesthetics,mucosal",schedule ii,vp spotlight karen bass became leading contender,meaningful hear lot political talk particularly post 1992 said referring year los angeles riots followed beating rodney king white police officers things never get done karen quietly setting goals knocking meanwhile biden passing 1994 bill furthered era tough crime policies also supported stricter sentences crack cocaine compared powder disproportionately hurt minorities bass opposed criticize people community demanding legislation like wanted see three strikes fighting differently state legislature prioritized child welfare foster care winning speakership woman leadership changed male dominated culture schwarzenegger often invited lawmakers negotiate cigar tent told men would smoking inside among republicans close sacramento kevin mccarthy top republican u house,1
