id,NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
2078,CBD,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2079,CBD OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2080,CRYSTALLINE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2081,CRUMBLE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2082,DABS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2083,DIPPER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2084,EAR WAX,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2085,EDIBLES,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2086,ENAIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2087,ERRL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2088,EXTRACT,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2089,FULL MELT,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2090,GLOB,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2091,GORILLA GLUE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2092,HEADY,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2093,HONEY OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2094,IWE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2095,ICE WATER HASH,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2096,KLEAR,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2097,LIVE RESIN,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2098,MOON ROCKS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2099,ROSIN,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2100,ROSIN TECH,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2101,SAP,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2102,SAUCE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2103,SHATTER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2104,SOLVENTLESS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2105,TERP SAUCE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2106,THCA,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2107,THCA CRYSTAL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2108,THCA CRYSTALLINE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2109,THCA POWDER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2110,TRICHROME,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2111,WAX,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,unknown,unknown,unknown,unknown
2112,SYNTHETIC CANNABINOIDS,SYNTHETIC CANNABINOIDS,GENERIC_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2113,ABYSS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2114,ACE OF SPADES,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2115,AK-47,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2116,AMNESIA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2117,ATOMIC BLAST,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2118,BIG BANG,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2119,BLACK MAGIC SMOKE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2120,BLACK MAMBA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2121,420,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2122,BLAZE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2123,BLISS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2124,BLUE CHEESE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2125,BOMBAY BLUE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2126,BRAIN FREEZE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2127,BUZZ HAZE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2128,CHERRY BOMB,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2129,CHILL,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2130,CHROME,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2131,CLOCKWORK ORANGE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2132,CLOUD 10,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2133,COWBOY KUSH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2134,CRYSTAL SKULL,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2135,DEAD MAN,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2136,DEVIL’S VENOM,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2137,DR. FEEL GOOD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2138,DRAGON EYE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2139,EARTH BLEND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2140,EXODUS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2141,EXTREME,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2142,FAKE BAKE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2143,FIRE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2144,FRUIT CANDY FLAVORS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2145,FUNKY BUDDHA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2146,FUNKY MONKEY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2147,GARDEN SALAD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2148,GENIE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2149,G-FORCE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2150,GI JOE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2151,GREEN DREAM,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2152,GREEN PEACE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2153,HAMMER HEAD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2154,HELIX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2155,HIPSTER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2156,HYSTERIA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2157,ICE DRAGON,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2158,JOKER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2159,JUICY LEAF,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2160,JUNGLE JUICE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2161,JUST CHILL,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2162,K2,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2163,KAOS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2164,KARMA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2165,KONG,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2166,KRAZY KANDY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2167,KRYP2NITE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2168,KUSH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2169,LAYER CAKE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2170,LIMITLESS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2171,MAD HATTER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2172,MILE HIGH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2173,MYSTIQUE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2174,NINJA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2175,ODYSSEY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2176,OMG,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2177,PANDORA’S BOX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2178,PHOENIX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2179,PINEAPPLE EXPRESS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2180,POSH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2181,POTPOURRI,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2182,POW,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2183,RAPTURE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2184,RED MAGIC,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2185,REWIND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2186,SCOOBY SNAX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2187,SEXY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2188,SKY HIGH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2189,SNAKE BITE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2190,SOLAR FLARE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2191,SPICE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2192,SPIKE DIAMOND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2193,STORM,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2194,SWEET LEAF,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2195,SYNTHETIC MARIJUANA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2196,TERRABAND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2197,TIME TRAVELER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2198,TOP GEAR,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2199,TRAIN WRECK,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2200,ULTIMATE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2201,VIPER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2202,VOODOO CHILD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2203,WAZABI,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2204,WICKED,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2205,WIZARD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2206,XTREME,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2207,YUCATAN,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2208,YUCATAN FIRE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2209,ZERO GRAVITY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2210,ZOHAI,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2211,ZOMBIE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,unknown,unknown,unknown,unknown
2212,SYNTHETIC CATHINONES,SYNTHETIC CATHINONES,GENERIC_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2213,BATH BLOW,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2214,BATH SALTS,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2215,BLISS,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2216,BLOOM,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2217,BLOW,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2218,BLUE SILK,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2219,BUBBLES,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2220,CLOUD 9,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2221,CLOUD NINE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2222,COSMIC BEAST,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2223,DRONE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2224,ENERGY-1,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2225,EXPLOSION,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2226,FLAKKA,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2227,GRAVEL,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2228,INSECT REPELLENT,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2229,IVORY WAVE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2230,JEWELRY CLEANER,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2231,LUNAR WAVE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2232,M-CAT,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2233,MEOW-MEOW,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2234,OCEAN BURST,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2235,PHONE SCREEN CLEANER,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2236,PLANT FEEDER,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2237,PLANT FOOD,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2238,PURE IVORY,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2239,PURPLE WAVE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2240,RECHARGE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2241,RED DOVE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2242,SALTING,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2243,SCARFACE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2244,SNOW LEOPARD,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2245,STARDUST,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2246,VANILLA SKY,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2247,WHITE DOVE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2248,WHITE KNIGHT,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2249,WHITE LIGHTENING,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2250,WHITE LIGHTNING,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2251,WHITE MAGIC,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2252,WICKED X,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2253,ZOOM,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,unknown,unknown,unknown,unknown
2254,CODEINE,CODEINE,GENERIC_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2255,CAPTAIN CODY,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2256,CODY,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2257,SCHOOLBOY,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2258,DOORS & FOURS,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2259,PANCAKES & SYRUP,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2260,LOADS,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2261,LITTLE C,CODEINE,STREET_NAME,CODEINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2262,PHENERGAN,CODEINE,BRAND_NAME,CODEINE WITH PROMETHAZINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2263,ACT,CODEINE,STREET_NAME,CODEINE WITH PROMETHAZINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2264,LEAN,CODEINE,STREET_NAME,CODEINE WITH PROMETHAZINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
